Name of Restaurant,Location,Cuisine,Top Dishes,PRICE,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
Dhadoom,"Ispahani Centre, Nungambakkam","['North Indian', ' Fast Food']","['Pizza', ' Paneer Makhani', ' Biryani', ' Sandwich', ' Shawarma', ' Burgers', ' Pasta Alfredo']",250.0,3.3,51,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Table booking recommended', 'Kid Friendly', 'Group Meal', 'Indoor Seating', 'Serves Jain Food']"
Hyssop,Chromepet,"['South Indian', ' North Indian', ' Chinese']","['Naan', ' Mushroom Soup', ' Panneer Butter Masala', ' Cheese Balls']",325.0,3.9,187,4.2,175,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Dahlia,Nungambakkam,['Japanese'],"['Sushi', ' Fish', ' Ramen', ' Tofu Teriyaki', ' Miso Soup', ' Beer']",750.0,4.2,147,0.0,0,['Indoor Seating']
Frontier Kitchen,T. Nagar,"['North Indian', ' Chinese', ' Mughlai', ' Beverages']","['Gajar Halwa', ' Masala Papad', ' Shahi Tukda', ' Cheese Naan', ' Paneer Tikka', ' Aloo Paratha']",400.0,4.0,130,4.0,126,"['Home Delivery', 'Vegetarian Only', 'Valet Parking Available', 'Indoor Seating', 'Buffet', 'Outdoor Seating', 'Table Reservation Not Required', 'Wifi', 'Serves Jain Food']"
Hotel City Gate,Thiruvanmiyur,"['North Indian', ' Biryani', ' Chinese', ' Seafood', ' Mughlai']","['Noodle', ' Panneer Butter Masala', ' Paya', ' Chicken Grill', ' Chicken Soup', ' Butter Naan', ' Pepper Chicken']",275.0,2.5,194,4.1,2447,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Catering Available']"
CK's Bakery,Adyar,"['Bakery', ' Desserts', ' Fast Food', ' Sandwich']","['Sandwich', ' Black Forest Pudding', ' Chocolate Truffle', ' Chicken Tikka Sub']",175.0,3.9,89,4.2,196,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']"
Night Rounds,Ramapuram,"['North Indian', ' Chinese', ' Continental']",Not Mentioned,300.0,3.6,225,3.3,994,"['Home Delivery', 'Indoor Seating']"
The Brick Oven,"The Accord Metropolitan, T. Nagar","['North Indian', ' Chinese', ' Continental']","['Pizza', ' Noodle', ' Curd Rice', ' Salad', ' Breakfast Buffet', ' Pasta', ' Pongal']",1250.0,3.8,98,0.0,0,"['Breakfast', 'Full Bar Available', 'Indoor Seating', 'Wifi', 'Live Music', 'Table reservation required']"
Madurai Murugan Mess,Tambaram,"['Chettinad', ' Chinese', ' North Indian', ' South Indian']","['Fry Prawns', ' Chicken Grill']",200.0,3.8,190,3.3,8356,"['Home Delivery', 'Indoor Seating']"
Chennai Rawther Biriyani,Porur,"['Biryani', ' Chinese', ' Seafood']",Not Mentioned,275.0,3.6,230,4.1,2634,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
Stories Library Cafe,K.K. Nagar,"['Cafe', ' Fast Food']","['Maggi', ' Pasta', ' Nachos', ' Fries', ' Coffee', ' Fritters']",400.0,4.0,123,3.9,47,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Rooftop', 'Desserts and Bakes']"
Hotel Sangam,Triplicane,"['Biryani', ' North Indian', ' Chinese', ' South Indian', ' Mughlai', ' Seafood', ' Beverages']","['Paya', ' Appam', ' Fish Biryani', ' Mutton Chops', ' Chicken Grill', ' Mutton Curry', ' Mutton Biryani']",400.0,3.6,130,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hunger Square,Anna Nagar East,"['Italian', ' Fast Food']","['Fries', ' Pink Pasta', ' Garlic Bread', ' White Pasta', ' Sandwich', ' Iced Lemon Tea']",250.0,3.8,142,4.4,901,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Arabian Nights,Ambattur,"['Biryani', ' Chinese']",['Biryani'],125.0,3.7,105,3.6,2995,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
RA3 Food,Velachery,"['Biryani', ' South Indian']",['Chicken Roll'],200.0,0.0,0,4.0,2880,['Delivery Only']
Ambassador Pallava,"Ambassador Pallava, Egmore","['Chinese', ' North Indian', ' Continental', ' South Indian']","['Biryani', ' Lunch Buffet', ' Pudding', ' Mushroom Salad', ' Halwa', ' Dal Makhani', ' Naan']",750.0,4.0,148,0.0,0,"['Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Indoor Seating', 'Table booking recommended', 'Wifi', 'Buffet']"
Masaledaar Urban Rasoi,Perungudi,['North Indian'],"['Paan Ice Cream', ' Momos', ' Lassi', ' Garlic Naan', ' Dal Makhani', ' Schezwan Rice']",200.0,4.0,107,4.0,665,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
New Hyderabad Biriyani,Chromepet,"['Biryani', ' Chinese', ' South Indian', ' Chettinad', ' Andhra']",Not Mentioned,300.0,3.4,199,3.7,5725,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
The Greenhouse Barbecue,Kilpauk,"['BBQ', ' North Indian', ' Mithai']",Not Mentioned,600.0,4.0,188,0.0,0,"['Vegetarian Only', 'Indoor Seating', 'Wifi', 'Table booking recommended']"
Taj Club House,"Taj Club House, Thousand Lights",['North Indian'],"['Dal Indus', ' Paneer Lababdar', ' Dal Makhani', ' Kulfi', ' Vegetable Biryani', ' Halwa', ' Basmati Rice']",1250.0,4.1,124,0.0,0,"['Wheelchair Accessible', 'Full Bar Available', 'Valet Parking Available', '4/5 Star', 'Luxury Dining', 'Table reservation required', 'Indoor Seating', 'Wifi']"
Aachi Biriyani,Pallikaranai,"['North Indian', ' Chinese', ' Biryani']","['Biryani', ' Noodle', ' Paratha']",225.0,3.8,218,3.7,12200,"['Home Delivery', 'Indoor Seating']"
Hotel Aishwarya,Ambattur,"['South Indian', ' Chinese', ' North Indian', ' Beverages']",Not Mentioned,175.0,3.7,161,4.2,5658,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Shawarma Spot,Kodambakkam,"['Lebanese', ' Fast Food']",Not Mentioned,150.0,3.8,90,3.9,4924,"['Home Delivery', 'Indoor Seating']"
Sea Salt,Nungambakkam,"['South Indian', ' Seafood']","['Lobster', ' Paratha', ' Squid Fry', ' Appam', ' Chaat', ' Madras Fish Curry', ' Prawn Thokku']",250.0,4.0,124,0.0,0,"['Indoor Seating', 'Free Parking']"
The Creams,Ambattur,"['Bakery', ' Desserts', ' Fast Food']","['Sandwiches', ' White Sauce Pasta', ' Pizza', ' Aloo Tikki']",200.0,3.9,180,4.1,456,"['Home Delivery', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Thamburan,Sholinganallur,"['Kerala', ' South Indian']","['Fish Fry', ' Appam', ' Egg Curry', ' Fish Curry', ' Paratha', ' Beef Curry', ' Red Rice']",75.0,3.7,203,3.8,4841,"['Home Delivery', 'Free Parking', 'Catering Available', 'Indoor Seating']"
Courtallam Border Parotta,Mahabalipuram,"['North Indian', ' South Indian', ' Chinese']",['Border Paratha'],400.0,2.3,148,0.0,0,"['Home Delivery', 'Valet Parking Available', 'Indoor Seating', 'Table Reservation Not Required']"
Snow Cube,Madipakkam,"['Ice Cream', ' Desserts', ' Fast Food']","['Brownie', ' Vanilla Softy', ' Sandwich', ' Faluda', ' Pizza', ' Fries', ' Burgers']",75.0,3.7,133,3.7,2381,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
J R Jana,Selaiyur,"['South Indian', ' North Indian', ' Chinese']",['Vada Curry'],250.0,4.0,199,0.0,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating', 'Table reservation required']"
Malabar Kitchen,Velachery,['Kerala'],"['Chicken Curry', ' Appam', ' Fish Curry', ' Kerala Parotta', ' Elaneer Payasam', ' Thalassery Biryani', ' Fry Prawns']",200.0,3.9,152,4.2,1282,"['Home Delivery', 'Indoor Seating']"
Burger Times,Thiruvanmiyur,"['Burger', ' Italian', ' Fast Food', ' Chinese', ' Beverages']",Not Mentioned,250.0,2.9,184,3.1,2518,"['Home Delivery', 'Indoor Seating']"
Mechanics,Nungambakkam,"['Continental', ' Italian', ' Chinese', ' North Indian', ' Beverages']","['Cocktails', ' Fries', ' Prawn Satay', ' Mocktails', ' Chocolate Drink', ' Wings', ' Burgers']",600.0,3.8,131,0.0,0,"['Home Delivery', 'Full Bar Available', 'Above 18 Only', 'Smoking Area', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended']"
Kings Kulfi & Natural Ice Cream,Velachery,['Desserts'],"['Faluda', ' Malai Kulfi', ' Mango Kulfi']",150.0,4.0,184,4.0,887,"['Home Delivery', 'Outdoor Seating', 'Desserts and Bakes']"
Vada Chennai,Kolathur,"['South Indian', ' Chinese', ' North Indian', ' Biryani', ' Fast Food']",Not Mentioned,200.0,3.7,158,3.6,7445,"['Breakfast', 'Home Delivery', 'Rooftop', 'Indoor Seating']"
Just Biriyani,Purasavakkam,"['Biryani', ' Chettinad', ' South Indian']","['Chicken Curry', ' Chicken Biryani']",250.0,0.0,0,3.4,2445,"['Breakfast', 'Home Delivery', 'Pre-Ordering Required']"
Pascah Multicuisine Restaurant,Avadi,"['North Indian', ' Mughlai', ' South Indian', ' Chinese']","['Fish', ' Butter Naan', ' Black Pepper Chicken', ' Fried Rice', ' Chicken Lollipop']",350.0,4.1,210,0.0,0,['Indoor Seating']
Son's Restaurant,Maduravoyal,"['North Indian', ' Chinese']",Not Mentioned,300.0,3.9,149,3.6,3208,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Royal Sandwich,Anna Nagar West,"['Sandwich', ' Fast Food', ' Beverages']",Not Mentioned,75.0,3.8,40,0.0,0,"['Home Delivery', 'Indoor Seating']"
Quality Fastfood,Anna Nagar East,['Chinese'],"['Shawarma', ' Chicken Noodle', ' Chilli Chicken']",150.0,3.9,156,0.0,0,"['Home Delivery', 'Indoor Seating']"
Don Pepe,Gopalapuram,"['Mexican', ' Spanish', ' Fast Food']","['Nachos', ' Salsa', ' Enchiladas', ' Potato Skins', ' Pasta', ' Fajita', ' Lamb']",400.0,3.5,124,0.0,0,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Tasty Pizza,Ramapuram,"['Pizza', ' Burger', ' Fast Food']","['Burgers', ' Fries', ' Barbeque Chicken Pizza', ' Chicken Burger', ' Margherita Pizza']",250.0,3.0,157,3.7,1471,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Hatimy's,George Town,"['North Indian', ' Mughlai', ' Chinese']","['Tandoori Chicken', ' Mutton Chops']",275.0,4.2,155,4.3,1109,"['Home Delivery', 'Indoor Seating']"
Buddha Hut,Pallavaram,['Fast Food'],['Chicken Sandwich'],125.0,4.1,166,0.0,0,"['Home Delivery', 'Indoor Seating']"
New Venkateswara Andhra Restaurant,Thuraipakkam,"['Andhra', ' Biryani']",Not Mentioned,200.0,0.0,0,3.9,3338,['Home Delivery']
Charcoal Eats Express,RA Puram,"['North Indian', ' Mughlai', ' Biryani']","['Pizza', ' Chocolate Mousse', ' Vegetable Biryani', ' Chicken Tikka Biryani', ' Mutton Biryani', ' Chicken Awadhi Biryani', ' Rolls']",350.0,0.0,0,3.4,1327,['Home Delivery']
926,"Abu Sarovar Portico, Egmore","['North Indian', ' South Indian', ' Chinese']","['Curd Rice', ' Paneer Tikka', ' Lunch Buffet', ' Rasmalai', ' Salad', ' Indian Sweets', ' White Sauce Pasta']",500.0,2.5,50,0.0,0,"['Breakfast', 'Wheelchair Accessible', 'Buffet', 'Valet Parking Available', 'Indoor Seating', 'Table reservation required', '4/5 Star']"
CakeBee,Nungambakkam,"['Bakery', ' Desserts']","['Choco Truffle', ' Belgium Chocolate', ' Chocolate Truffle Cake']",200.0,0.0,0,4.3,800,"['Home Delivery', 'Desserts and Bakes']"
Sift and Spoon,Saligramam,['Bakery'],"['Cupcake', ' Vanilla Cake', ' Gulab Jamun Cheesecake', ' Chocolate Cake']",150.0,0.0,0,4.5,127,"['Home Delivery', 'Vegetarian Only', 'Home Baker', 'Pre-Ordering Required', 'Desserts and Bakes']"
Hotel Shiva Sagar,Vepery,"['North Indian', ' Chinese', ' Fast Food', ' South Indian', ' Desserts']","['Pav Bhaji', ' Tawa Pulav', ' Thali', ' Panneer Butter Masala']",300.0,3.5,149,4.3,3235,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating', 'Live Music', 'Serves Jain Food']"
Kebab Street,Kilpauk,"['Mughlai', ' North Indian']","['Chicken Grill', ' Shawarma', ' Rolls', ' Dal Makhani', ' Butter Naan', ' Barbeque Chicken', ' Chicken Shawarama']",275.0,3.6,159,3.7,342,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Adithya's Chettinadu Restaurant,Tambaram,"['North Indian', ' Chinese', ' Arabian', ' South Indian', ' Beverages']",['Fish Fry'],450.0,3.7,169,3.8,2802,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Doveton Cafe,Purasavakkam,"['South Indian', ' North Indian', ' Chinese', ' Beverages']","['Masala Dosa', ' Coffee', ' Vada', ' Plain Dosa', ' Paratha', ' Gulab Jamun', ' Thali']",200.0,3.8,176,4.1,182,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available']"
"Feathers, A Radha Hotel","Feathers, A Radha Hotel","['Asian', ' Continental', ' Lebanese', ' North Indian']","['Vada Pav', ' Peri Chicken', ' Chicken Satay', ' Burrito', ' Watermelon Mojito', ' Tandoori Salad']",1000.0,4.0,125,0.0,0,"['Indoor Seating', 'Wifi']"
India Gate,Thuraipakkam,"['Chinese', ' North Indian']","['Chicken Grill', ' Fish']",350.0,2.4,212,3.1,1957,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required']"
Asima Briyani Multicuisine Restaurant,Vadapalani,"['Biryani', ' Chinese', ' North Indian', ' Chettinad']","['Gulab Jamun', ' Fried Rice', ' Appam', ' Mutton Biryani', ' Tandoori Chicken']",350.0,3.7,138,4.2,557,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Lemon Tree Shimona,"Lemon Tree Shimona, Ramapuram","['Continental', ' North Indian', ' European', ' American']","['Lunch Buffet', ' Fish', ' Pasta', ' Salad']",850.0,3.6,164,0.0,0,"['Full Bar Available', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', '4/5 Star', 'Luxury Dining', 'Buffet']"
Sri Madhavan Mess,Kolathur,"['South Indian', ' North Indian', ' Chinese', ' Arabian']",['Paratha'],200.0,3.9,204,4.1,639,"['Home Delivery', 'Indoor Seating']"
Andhra Annam,"OMR Food Street, Kandanchavadi","['Andhra', ' Mughlai']","['Biryani', ' Fish Curry', ' Buttermilk', ' Chicken Curry', ' Nannari Sharbat']",175.0,3.8,112,3.5,954,"['Breakfast', 'Home Delivery', 'Free Parking', 'Indoor Seating']"
Hotel Raaj Bhaavan,Nungambakkam,"['South Indian', ' North Indian', ' Chinese', ' Desserts', ' Beverages']","['Masala Dosa', ' Pongal', ' Filtered Coffee', ' Curd Vadai', ' Vada', ' Fried Rice', ' Idli']",300.0,3.8,161,4.1,4085,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
ITC Grand Chola,"ITC Grand Chola, Guindy",['Finger Food'],"['Chole', ' Cigar']",1500.0,4.1,159,0.0,0,"['Wheelchair Accessible', 'Full Bar Available', 'Nightlife', '4/5 Star', 'Wifi', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'LGBTQIA Friendly']"
Punjabi Family Restaurant,Selaiyur,"['North Indian', ' Chinese']",Not Mentioned,150.0,3.8,212,3.9,5386,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Udipi Sri Durga Nivas,Nanganallur,['South Indian'],"['Vada Curry', ' Pongal', ' Podi Dosa', ' Set Dosa', ' Coffee', ' Beetroot Halwa', ' Paratha']",100.0,4.2,192,0.0,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Swadh dhaba,Medavakkam,"['Chinese', ' North Indian']",Not Mentioned,200.0,0.0,0,3.9,6029,['Home Delivery']
Barista,Besant Nagar,['Cafe'],"['Hot Chocolate', ' Cappuccino', ' Americano', ' Sandwich']",250.0,2.6,141,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Table reservation required', 'Desserts and Bakes']"
Sri Ganesh Bhavan,Anna Nagar West,"['South Indian', ' North Indian']","['Panneer Butter Masala', ' Coffee']",150.0,3.9,204,4.4,4717,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Catering Available', 'Wifi']"
Juice Forest,Kodambakkam,"['Beverages', ' Desserts']","['Sandwich', ' Burgers', ' Faluda', ' Pizza', ' Fries']",125.0,3.7,140,4.3,2308,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sri Guru Fast Food,Perambur,"['Fast Food', ' North Indian', ' Chinese']",Not Mentioned,150.0,3.4,158,3.9,3283,"['Home Delivery', 'Indoor Seating']"
Oreo Compulsive Disorder,Shenoy Nagar,['Desserts'],Not Mentioned,150.0,0.0,0,4.0,243,"['Home Delivery', 'Vegetarian Only', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']"
Globally Local,RA Puram,"['Italian', ' Mediterranean', ' Continental']","['Crispy Chicken', ' Chaat', ' Butter Chicken', ' Hummus Platter', ' Thin Crust Pizza', ' Garden Pizza', ' Naan']",400.0,3.9,103,0.0,0,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
Foodtopia Bistro,Mogappair,"['North Indian', ' Arabian']","['Chicken Grill', ' Chicken Biryani', ' Fish Finger', ' Chicken Lollipop', ' Fried Rice']",150.0,4.0,214,3.6,6067,"['Home Delivery', 'Free Parking', 'Outdoor Seating', 'Indoor Seating']"
Mr. Chick Restaurant,Avadi,"['Chinese', ' Fast Food']",Not Mentioned,250.0,3.8,160,4.0,2805,"['Home Delivery', 'Indoor Seating']"
Halal Kitchen,Ekkaduthangal,"['Chinese', ' Biryani', ' North Indian']",Not Mentioned,225.0,0.0,0,3.5,660,['Delivery Only']
The Delhi Dhaba,Kilpauk,"['North Indian', ' Chinese']",['Aloo Paratha'],150.0,3.0,110,4.0,3542,"['Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
Al Zaman Restauant,Mogappair,"['North Indian', ' Chinese', ' Chettinad']",['Tandoori Chicken'],350.0,3.9,132,3.8,9049,"['Home Delivery', 'Indoor Seating']"
Waffles Hut,Ambattur,"['Desserts', ' Continental']","['Pasta', ' Fries', ' Momos', ' Waffles', ' Burgers', ' Pizza', ' Chips']",150.0,3.8,163,3.9,1273,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
Milkshakes & Ice Creams,"Phoenix Market City, Velachery","['Beverages', ' Desserts']","['Bubble Gum Shake', ' Thick Shakes', ' Rasmalai', ' Thick Milkshake', ' Choco Chip Shake', ' Milk Shake', ' Chocolate Milkshake']",200.0,3.6,151,4.3,538,"['Home Delivery', 'Vegetarian Only', 'Mall Parking', 'Desserts and Bakes', 'Indoor Seating']"
Althaf Food Court,Saidapet,"['Chinese', ' Lebanese']","['Shawarma', ' Chicken Grill']",150.0,3.9,198,4.2,2162,"['Home Delivery', 'Indoor Seating', 'Smoking Area']"
Madro Cafe,Anna Nagar East,"['Mexican', ' Italian', ' Continental']","['Burgers', ' Mushroom Soup', ' Cheese Nachos', ' Bread Bowl', ' Faluda', ' Pasta', ' Black Burger']",200.0,4.0,93,0.0,0,"['Home Delivery', 'Indoor Seating']"
Alif Biriyani,Tambaram,"['Biryani', ' North Indian', ' South Indian']",Not Mentioned,250.0,3.8,198,4.1,1162,"['Home Delivery', 'Indoor Seating']"
Godavari Andhra Mess,GST Road,['Andhra'],"['Hyderabadi Biryani', ' Mutton Biryani', ' Tandoori Chicken', ' Chicken Fry']",100.0,3.9,128,3.6,3289,"['Home Delivery', 'Indoor Seating', 'Table booking recommended']"
Kailash Parbat,Adyar,"['North Indian', ' Street Food', ' Fast Food']","['Chaat', ' Tea']",300.0,4.1,116,3.9,141,"['Home Delivery', 'Vegetarian Only', 'Buffet', 'Free Parking', 'Indoor Seating', 'Table booking recommended', 'Private Dining Area Available', 'Serves Jain Food', 'Valet Parking Available']"
Ambur Royal Biriyani,Karapakkam,['Biryani'],['Chicken Biryani'],175.0,3.7,142,4.0,9395,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
U & Me Yummy,Sowcarpet,"['South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Street Food']","['Pav Bhaji', ' Pasta', ' Tawa Pulav', ' Garlic Bread', ' Chinese Dosa', ' Chilli Paneer']",150.0,3.9,173,3.9,308,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Madras Coffee House,T. Nagar,"['Tea', ' Street Food', ' Desserts', ' Beverages']","['Filtered Coffee', ' Tea', ' Hot Coffee']",100.0,0.0,0,4.1,905,"['Breakfast', 'Home Delivery', 'Vegetarian Only']"
Adyar Treat Restaurant,Adyar,"['North Indian', ' Chinese']","['Roti', ' Tomato Soup', ' Panneer Butter Masala', ' Kulcha', ' Vegetable Biryani', ' Paratha', ' Curd Rice']",225.0,4.0,168,4.3,634,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Yadu Andhra Mess,Mylapore,"['Biryani', ' Andhra']",['Biryani'],125.0,4.0,161,3.8,7357,"['Home Delivery', 'Indoor Seating']"
Aloft Chennai,"Aloft Chennai, Sholinganallur",['Finger Food'],"['Chips', ' Beer', ' Cocktails']",1000.0,3.4,183,0.0,0,"['Wheelchair Accessible', 'Full Bar Available', 'Free Parking', 'Live Sports Screening', 'Live Music', 'Table reservation required', 'Smoking Area', 'Nightlife', 'Indoor Seating', 'Valet Parking Available', 'Free Wifi']"
Pizza Cottage,George Town,"['Pizza', ' Fast Food']","['Pizza', ' Burgers', ' Pasta', ' Chicken Fries', ' French Fries']",250.0,3.3,181,3.9,1656,"['Home Delivery', 'Indoor Seating']"
Thiruvanmiyur Bismi Biriyani,Madipakkam,"['North Indian', ' Chinese', ' Biryani']","['Chicken Grill', ' Chicken 65', ' Fried Rice', ' Biryani']",225.0,3.1,145,3.4,10400,"['Home Delivery', 'Indoor Seating']"
Navrang,Royapettah,"['North Indian', ' South Indian', ' Chinese']","['Roti', ' Fried Rice', ' Lunch Buffet', ' Gulab Jamun', ' Curd Rice', ' Beetroot Halwa', ' Chocolate Icecreams']",275.0,3.7,143,4.1,2374,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Buffet', 'Table booking recommended']"
Chai Waale,Anna Nagar East,"['Beverages', ' Fast Food']","['Brownie', ' Masala Chai', ' Tea', ' Cold Coffee', ' Filtered Coffee', ' Noodle Samosa', ' Banana Bread']",100.0,4.0,127,4.2,5485,"['Home Delivery', 'Indoor Seating']"
Desi Street,Anna Nagar East,"['North Indian', ' Fast Food', ' Chinese', ' Chettinad']","['Chaat', ' Butter Chicken Roll', ' Paneer Tikka', ' Biryani', ' Naan', ' Chicken Masala', ' Paratha']",450.0,3.9,72,3.8,223,"['Home Delivery', 'Free Parking', 'Table reservation required', 'Indoor Seating']"
Cinnamon House,Nungambakkam,"['Cafe', ' Fast Food']",Not Mentioned,150.0,4.0,93,4.2,188,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Royal Restaurant,Vepery,"['North Indian', ' Chinese', ' Biryani', ' Arabian']","['Chicken Grill', ' Shawarma', ' Dal Tadka']",200.0,3.6,208,3.3,7297,"['Home Delivery', 'Indoor Seating']"
Chaat @ Adyar,Adyar,"['North Indian', ' Chinese', ' Street Food']","['Chaat', ' Mushroom Pepper Fry', ' Aloo Paratha', ' Chilli Paneer', ' Panipuri', ' Panneer Butter Masala', ' Pav Bhaji']",100.0,3.6,153,3.9,2429,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sundar Chettinadu Restaurant,Perambur,"['Chettinad', ' Chinese', ' Biryani', ' North Indian', ' South Indian']",Not Mentioned,300.0,3.5,186,3.8,2916,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Grill & Barbeque,Perambur,"['Arabian', ' Chinese', ' North Indian']",Not Mentioned,200.0,3.5,170,3.9,2603,"['Home Delivery', 'Indoor Seating']"
